Schlüssel;Straftat;erfasste Fälle;Jahr
------;Straftaten insgesamt;5436401;2019
0;Straftaten gegen das Leben;3054;2019
10000;Mord § 211 StGB;720;2019
10079;Sonstiger Mord;679;2019
11000;Mord im Zusammenhang mit Raubdelikten;37;2019
12000;Mord im Zusammenhang mit Sexualdelikten;4;2019
20000;Totschlag und Tötung auf Verlangen §§ 212, 213, 216 StGB;1595;2019
20010;Totschlag § 212 StGB;1577;2019
20020;Minder schwerer Totschlag § 213 StGB;1;2019
20030;Tötung auf Verlangen § 216 StGB;17;2019
30000;Fahrlässige Tötung § 222 StGB - nicht i.V.m. Verkehrsunfall -;662;2019
40000;Abbruch der Schwangerschaft §§ 218, 218b, 218c, 219a, 219b StGB;76;2019
40010;Schwangerschaftsabbruch § 218 StGB;72;2019
40020;Schwangerschaftsabbruch ohne ärztliche Feststellung, unrichtige ärztliche Feststellung § 218b StGB;2;2019
40030;Ärztliche Pflichtverletzung § 218c StGB;0;2019
40040;Werbung für den Abbruch der Schwangerschaft § 219a StGB;1;2019
40050;Inverkehrbringen von Mitteln Schwangerschaftsabbruch § 219b StGB;1;2019
50000;Geschäftsmäßige Förderung der Selbsttötung;1;2019
100000;Straftaten gegen die sexuelle Selbstbestimmung insgesamt;69881;2019
110000;Straftaten gegen die sexuelle Selbstbestimmung §§ 174, 174a, 174b, 174c, 177, 178, 184i, 184j StGB;29606;2019
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9426;2019
111700;Vergewaltigung § 177 Abs. 6, 7, 8 StGB;8541;2019
111710;Vergewaltigung § 177 Abs. 6 Nr. 1, 2 StGB (ohne Schlüssel 111730);6766;2019
111720;Vergewaltigung im besonders schweren Fall § 177 Abs. 6 Nr. 1, 2 i. V. m. Abs. 7, 8 StGB;596;2019
111730;Vergewaltigung von widerstandsunfähigen Personen (§ 177 Abs. 2 Nr. 1, Abs. 4) gem. § 177 Abs. 6 Nr. 1, 2 StGB;1179;2019
111800;Sexueller Übergriff und sexuelle Nötigung im besonders schweren Fall § 177 Abs. 1, 2, 4, 5 i. V. m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;883;2019
111810;Sexueller Übergriff im besonders schweren Fall § 177 Abs. 1, 2 (ohne Nr. 1) i. V. m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;368;2019
111820;Sexuelle Nötigung im besonders schweren Fall § 177 Abs. 5 i.V.m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;388;2019
111830;Sexueller Übergriff an widerstandsunfähigen Personen im besonders schweren Fall § 177 Abs. 2 Nr. 1, Abs. 4 i. V. m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;127;2019
111900;Sexueller Übergriff, sexuelle Nötigung und Vergewaltigung mit Todesfolge § 178 StGB;2;2019
112100;Sexueller Übergriff und sexuelle Nötigung § 177 Abs. 1, 2, 4, 5, 9 StGB;5929;2019
112110;Sexueller Übergriff § 177 Abs. 1, 2 (ohne Nr. 1), 9 StGB;2616;2019
112120;Sexuelle Nötigung § 177 Abs. 5, 9 StGB;2615;2019
112130;Sexueller Übergriff an widerstandsunfähigen Personen § 177 Abs. 2 Nr. 1, Abs. 4, 9 StGB;698;2019
113000;Sexueller Missbrauch von Schutzbefohlenen pp., unter Ausnutzung einer Amtsstellung oder eines Vertrauensverhältnisses §§ 174, 174a-c StGB;574;2019
113010;Sexueller Missbrauch von Schutzbefohlenen ab 14 Jahren § 174 StGB;388;2019
113020;Sexueller Missbrauch von Gefangenen/Verwahrten usw. ab 14 Jahren § 174a StGB;41;2019
113030;Sexueller Missbrauch - Ausnutzung einer Amtsstellung zum Nachteil von Personen ab 14 Jahren § 174b StGB;1;2019
113040;Sexueller Missbrauch - Ausnutzung eines Beratungs-/Behandlungs-/Betreuungsverhältnisses zum Nachteil von Personen ab 14 Jahren § 174c StGB;144;2019
114000;Sexuelle Belästigung § 184i StGB;13645;2019
115000;Straftaten aus Gruppen § 184j StGB;32;2019
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 182, 183, 183a StGB;22137;2019
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB;13670;2019
131010;Sexuelle Handlungen § 176 Abs. 5 StGB;123;2019
131100;Sexuelle Handlungen § 176 Abs. 1 und 2 StGB;5671;2019
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;1458;2019
131300;Sexuelle Handlungen § 176 Abs. 4 Nr. 2 StGB;523;2019
131400;Einwirken auf Kinder § 176 Abs. 4 Nr. 3 und 4 StGB;3264;2019
131500;Vollzug des Beischlafs mit einem Kind oder Vornahme einer ähnlichen sexuellen Handlung § 176a Abs. 2 Nr. 1 StGB;1035;2019
131600;Schwerer sexueller Missbrauch von Kindern zur Herstellung und Verbreitung pornographischer Schriften § 176a Abs. 3 StGB;186;2019
131700;Sonstiger schwerer sexueller Missbrauch von Kindern § 176a StGB;1410;2019
131800;Sexueller Missbrauch von Kindern mit Todesfolge § 176b StGB;0;2019
132000;Exhibitionistische Handlungen und Erregung öffentlichen Ärgernisses §§ 183, 183a StGB;7567;2019
132010;Exhibitionistische Handlungen § 183 StGB;6588;2019
132020;Erregung öffentlichen Ärgernisses § 183a StGB;979;2019
133000;Sexueller Missbrauch von Jugendlichen § 182 StGB;900;2019
133100;Sexueller Missbrauch von Jugendlichen gegen Entgelt § 182 Abs. 2 StGB;254;2019
133700;Sonstiger Sexueller Missbrauch von Jugendlichen § 182 StGB;646;2019
140000;Ausnutzen sexueller Neigung §§ 180, 180a, 181a, 184, 184a, 184b, 184c, 184d, 184e, 184f, 184g StGB;18138;2019
140010;Ausübung der verbotenen Prostitution § 184f StGB;554;2019
140020;Jugendgefährdende Prostitution § 184g StGB;10;2019
141000;Förderung sexueller Handlungen Minderjähriger oder Ausbeuten von Prostituierten §§ 180, 180a StGB;102;2019
141100;Förderung sexueller Handlungen Minderjähriger § 180 StGB;76;2019
141110;Förderung sexueller Handlungen Minderjähriger durch Vermittlung oder gegen Entgelt § 180 Abs. 1, Nr. 1, Abs. 2 StGB;45;2019
141179;Sonstige Förderung sexueller Handlungen Minderjähriger § 180 StGB;31;2019
141200;Ausbeuten von Prostituierten § 180a StGB;26;2019
142000;Zuhälterei § 181a StGB;136;2019
143000;Verbreitung pornographischer Schriften (Erzeugnisse) §§ 184, 184a, 184b, 184c, 184d, 184e StGB;17336;2019
143010;Sonstige Verbreitung pornographischer Schriften (Erzeugnisse) § 184 StGB;1212;2019
143020;Verbreitung gewalt- oder tierpornographischer Schriften § 184a StGB;219;2019
143030;Zugänglichmachen pornographischer Inhalte mittels Rundfunk oder Telemedien;69;2019
143040;Veranstaltung und Besuch kinder- und jugendpornographischer Darbietungen § 184e StGB;0;2019
143100;Verbreitung pornographischer Schriften (Erzeugnisse) an Personen unter 18 Jahren § 184 Abs. 1 Nr. 1, 2, 5 StGB;1583;2019
143200;Verbreitung, Erwerb, Besitz und Herstellung kinderpornographischer Schriften § 184b StGB;12262;2019
143210;Verbreitung, Erwerb, Besitz und Herstellung von Kinderpornographie § 184b Abs. 1 StGB;6692;2019
143211;Verbreitung von Kinderpornographie § 184b Abs. 1 Nr. 1 StGB;5804;2019
143212;Besitzverschaffung für andere von Kinderpornographie § 184b Abs. 1 Nr. 2 StGB;652;2019
143213;Herstellung auch ohne Verbreitungsabsicht von Kinderpornographie mit tatsächlichem Geschehen § 184b Abs. 1 Nr. 3 StGB;117;2019
143214;Herstellung mit Verbreitungsabsicht von Kinderpornographie § 184b Abs. 1 Nr. 4 StGB;119;2019
143220;Verbreitung und Herstellung von Kinderpornographie gewerbs-/bandenmäßig § 184b Abs. 2 StGB;93;2019
143230;Besitz oder sich Verschaffen von Kinderpornographie § 184b Abs. 3 StGB;5477;2019
143500;Verbreitung, Erwerb, Besitz und Herstellung jugendpornographischer Schriften § 184c StGB;1991;2019
143510;Verbreitung, Erwerb, Besitz und Herstellung von Jugendpornographie § 184c Abs. 1 StGB;1130;2019
143511;Verbreitung von Jugendpornographie § 184c Abs. 1 Nr. 1 StGB;878;2019
143512;Besitzverschaffung für andere von Jugendpornographie § 184c Abs. 1 Nr. 2 StGB;90;2019
143513;Herstellung auch ohne Verbreitungsabsicht mit tatsächlichem Geschehen von Jugendpornographie § 184c Abs. 1 Nr. 3 StGB;74;2019
143514;Herstellung mit Verbreitungsabsicht von Jugendpornographie § 184c Abs. 1 Nr. 4 StGB;88;2019
143520;Verbreitung und Herstellung von Jugendpornographie gewerbs-/bandenmäßig § 184c Abs. 2 StGB;20;2019
143530;Besitz oder sich Verschaffen von Jugendpornographie § 184c Abs. 3 StGB;841;2019
200000;Rohheitsdelikte und Straftaten gegen die persönliche Freiheit;776795;2019
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;36052;2019
210010;Sonstiger Raub § 249 StGB;3261;2019
210020;Sonstiger schwerer Raub § 250 StGB;988;2019
210030;Sonstiger Raub mit Todesfolge § 251 StGB;1;2019
210040;Räuberischer Diebstahl § 252 StGB;8255;2019
210050;Sonstige räuberische Erpressung § 255 StGB;2642;2019
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;114;2019
211100;Raub, räuberische Erpressung auf/gegen Geldinstitute (Banken/Sparkassen);87;2019
211110;Raub auf Geldinstitute (Banken/Sparkassen) § 249 StGB;11;2019
211120;Schwerer Raub auf Geldinstitute (Banken/Sparkassen) § 250 StGB;20;2019
211130;Raub mit Todesfolge auf Geldinstitute (Banken/Sparkassen) § 251 StGB;0;2019
211150;Räuberische Erpressung gegen Geldinstitute (Banken/Sparkassen) § 255 StGB;56;2019
211200;Raub, räuberische Erpressung auf/gegen Postfilialen und -agenturen;27;2019
211210;Raub auf Postfilialen und -agenturen § 249 StGB;4;2019
211220;Schwerer Raub auf Postfilialen und -agenturen § 250 StGB;15;2019
211230;Raub mit Todesfolge auf Postfilialen und -agenturen § 251 StGB;0;2019
211250;Räuberische Erpressung gegen Postfilialen und -agenturen § 255 StGB;8;2019
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;2467;2019
212010;Raub auf sonstige Zahlstellen oder Geschäfte § 249 StGB;185;2019
212020;Schwerer Raub auf sonstige Zahlstellen oder Geschäfte § 250 StGB;840;2019
212030;Raub mit Todesfolge auf sonstige Zahlstellen oder Geschäfte § 251 StGB;0;2019
212050;Räuberische Erpressung gegen sonstige Zahlstellen oder Geschäfte § 255 StGB;482;2019
212100;Raub, räuberische Erpressung auf/gegen Spielhallen;373;2019
212110;Raub auf Spielhallen § 249 StGB;38;2019
212120;Schwerer Raub auf Spielhallen § 250 StGB;210;2019
212130;Raub mit Todesfolge auf Spielhallen § 251 StGB;0;2019
212150;Räuberische Erpressung gegen Spielhallen § 255 StGB;125;2019
212200;Raub, räuberische Erpressung auf/gegen Tankstellen;587;2019
212210;Raub auf Tankstellen § 249 StGB;49;2019
212220;Schwerer Raub auf Tankstellen § 250 StGB;318;2019
212230;Raub mit Todesfolge auf Tankstellen § 251 StGB;0;2019
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;220;2019
213000;Raub, räuberische Erpressung auf/gegen Geld- und Werttransporte;65;2019
213100;Raub, räuberische Erpressung auf/gegen Geld- und Kassenboten;65;2019
213110;Raub auf Geld- und Kassenboten § 249 StGB;23;2019
213120;Schwerer Raub auf Geld- und Kassenboten § 250 StGB;34;2019
213130;Raub mit Todesfolge auf Geld- und Kassenboten § 251 StGB;0;2019
213150;Räuberische Erpressung gegen Geld- und Kassenboten § 255 StGB;8;2019
213200;Raub, räuberische Erpressung auf/gegen Spezialgeldtransportfahrzeuge;0;2019
213210;Raub auf Spezialgeldtransportfahrzeuge § 249 StGB;0;2019
213220;Schwerer Raub auf Spezialgeldtransportfahrzeuge § 250 StGB;0;2019
213230;Raub mit Todesfolge auf Spezialgeldtransportfahrzeuge § 251 StGB;0;2019
213250;Räuberische Erpressung gegen Spezialgeldtransportfahrzeuge § 255 StGB;0;2019
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;172;2019
214079;Räuberischer Angriff auf sonstige Kraftfahrer;89;2019
214100;Beraubung von Taxifahrern;83;2019
216000;Handtaschenraub;1249;2019
216010;Handtaschenraub § 249 StGB;1166;2019
216020;Handtaschenraub § 250 StGB;72;2019
216030;Handtaschenraub mit Todesfolge § 251 StGB;1;2019
216050;Räuberische Erpressung bei Handtaschenraub § 255 StGB;10;2019
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;14516;2019
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;8781;2019
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;2465;2019
217030;Sonstiger Raub mit Todesfolge auf Straßen, Wegen oder Plätzen § 251 StGB;0;2019
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;3270;2019
218000;Raub zur Erlangung von Betäubungsmitteln;145;2019
218010;Raub zur Erlangung von Betäubungsmitteln § 249 StGB;52;2019
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln § 250 StGB;41;2019
218030;Raub mit Todesfolge zur Erlangung von Betäubungsmitteln § 251 StGB;0;2019
218050;Räuberische Erpressung zur Erlangung von Betäubungsmitteln § 255 StGB;52;2019
219000;Raubüberfälle in Wohnungen;2177;2019
219010;Raub in Wohnungen § 249 StGB;977;2019
219020;Schwerer Raub in Wohnungen § 250 StGB;642;2019
219030;Raub mit Todesfolge in Wohnungen § 251 StGB;1;2019
219050;Räuberische Erpressung in Wohnungen § 255 StGB;557;2019
220000;Körperverletzung §§ 223-227, 229, 231 StGB;546363;2019
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;78;2019
221010;Körperverletzung mit Todesfolge § 227 StGB;78;2019
221020;Beteiligung an einer Schlägerei mit Todesfolge § 231 StGB;0;2019
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;133084;2019
222010;Sonstige Tatörtlichkeit bei gefährlicher Körperverletzung § 224 StGB;73226;2019
222020;Sonstige Tatörtlichkeit bei schwerer Körperverletzung § 226 StGB;314;2019
222030;Sonstige Tatörtlichkeit bei Beteiligung an einer Schlägerei ohne Todesfolge § 231 StGB;14;2019
222040;Verstümmelung weiblicher Genitalien § 226a StGB;1;2019
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;59529;2019
222110;Gefährliche Körperverletzung gemäß § 224 StGB auf Straßen, Wegen oder Plätzen;59341;2019
222120;Schwere Körperverletzung auf Straßen, Wegen oder Plätzen § 226 StGB;153;2019
222130;Beteiligung an einer Schlägerei ohne Todesfolge auf Straßen, Wegen oder Plätzen § 231 StGB;35;2019
223000;Misshandlung von Schutzbefohlenen § 225 StGB;4451;2019
223001;Misshandlung Schutzbefohlener ab 14 Jahren;1021;2019
223100;Misshandlung von Kindern;3430;2019
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;386517;2019
225000;Fahrlässige Körperverletzung § 229 StGB;22233;2019
230000;Straftaten gegen die persönliche Freiheit §§ 232-233a, 234, 235, 236, 237, 238-239b, 240, 241, 316c StGB;194380;2019
231000;Menschenraub, Entziehung Minderjähriger, Kinderhandel §§ 234, 235, 236 StGB;1647;2019
231100;Menschenraub § 234 StGB;3;2019
231200;Entziehung Minderjähriger § 235 StGB;1634;2019
231210;Entziehung Minderjähriger gegen Entgelt oder in Bereicherungsabsicht § 235 Abs. 4 Nr. 2 StGB;22;2019
231279;Sonstige Entziehung Minderjähriger § 235 StGB;1612;2019
231300;Kinderhandel § 236 StGB;10;2019
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;192087;2019
232100;Freiheitsberaubung § 239 StGB;4446;2019
232200;Nötigung § 240 StGB;66302;2019
232201;Nötigung im Straßenverkehr § 240 Abs. 1 StGB;30939;2019
232279;Sonstige Nötigung § 240 Abs. 1 und 4 StGB;35363;2019
232300;Bedrohung § 241 StGB;102360;2019
232400;Nachstellung (Stalking) § 238 StGB;18905;2019
232410;Nachstellung (Stalking) § 238, Abs. 1 StGB;18719;2019
232420;Nachstellung (Stalking) § 238, Abs. 2 StGB;169;2019
232430;Nachstellung (Stalking) § 238, Abs. 3 StGB;17;2019
232500;Zwangsheirat § 237 StGB;74;2019
233000;Erpresserischer Menschenraub § 239a StGB;65;2019
233079;Sonstiger erpresserischer Menschenraub;63;2019
233100;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;1;2019
233200;Erpresserischer Menschenraub i.V.m. Raubüberfall auf sonstige Zahlstellen und Geschäfte;1;2019
233300;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geld- und Werttransporte;0;2019
234000;Geiselnahme § 239b StGB;33;2019
234079;Sonstige Geiselnahme;33;2019
234100;Geiselnahme i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;0;2019
234200;Geiselnahme i.V.m. Raubüberfall auf sonstige Zahlstellen und Geschäfte;0;2019
234300;Geiselnahme i.V.m. Raubüberfall auf Geld- und Werttransporte;0;2019
235000;Angriff auf den Luft- und Seeverkehr § 316c StGB;1;2019
239000;Menschenhandel, Zwangsprostitution, Zwangsarbeit, Ausbeutung der Arbeitskraft und Ausbeutung unter Ausnutzung einer Freiheitsberaubung §§ 232, 232a, 232b, 233, 233a StGB;547;2019
239100;Menschenhandel § 232 StGB;295;2019
239110;Handel zum Zweck der Ausbeutung bei Ausübung der Prostitution, der Vornahme sexueller Handlungen § 232 Abs. 1, Nr. 1a, Abs. 2 in Bezug auf Abs. 1 Nr. 1a, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1a, Abs. 4 in Bezug auf Abs. 1 Nr. 1a StGB;253;2019
239120;Handel zum Zweck der Ausbeutung durch eine Beschäftigung § 232 StGB Abs. 1, Nr. 1 b), Abs. 2 in Bezug auf Abs. 1 Nr. 1b), Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1b), Abs. 4 in Bezug auf Abs. 1 Nr. 1b) StGB;16;2019
239130;Handel zum Zweck der Ausbeutung bei der Ausübung der Bettelei § 232 Abs. 1, Nr. 1 c), Abs. 2 in Bezug auf Abs. 1, Nr. 1 c), Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1c), Abs. 4 in Bezug auf Abs. 1, Nr. 1c) StGB;3;2019
239140;Handel zum Zweck der Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 232 StGB Abs. 1, Nr. 1d), Abs. 2 in Bezug auf Abs. 1 Nr. 1d), Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1d), Abs. 4 in Bezug auf Abs. 1 Nr. 1d) StGB;18;2019
239150;Handel zum Zweck des Haltens einer Person in Sklaverei, Leibeigenschaft, Schuldknechtschaft o.ä. § 232 Abs. 1, Nr. 2, Abs. 2 in Bezug auf Abs. 1 Nr. 2, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 2, Abs. 4 in Bezug auf Abs. 1, Nr. 2 StGB;4;2019
239160;Handel zum Zweck der rechtswidrigen Organentnahme § 232 Abs. 1, Nr. 3, Abs. 2 in Bezug auf Abs. 1, Nr. 3, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 3, Abs. 4 in Bezug auf Abs. 1, Nr. 3 StGB;1;2019
239200;Zwangsprostitution § 232a StGB;218;2019
239210;Veranlassen zur Aufnahme oder Fortsetzung der Prostitution oder zu sexuellen Handlungen, durch die eine Person ausgebeutet wird § 232a Abs. 1 bis 5 StGB;203;2019
239220;Entgeltliche Inanspruchnahme sexueller Handlungen eines Menschenhandelsopfers unter Ausnutzung der Zwangslage oder Hilflosigkeit § 232a Abs. 6 StGB;15;2019
239300;Zwangsarbeit § 232b StGB;6;2019
239310;Veranlassen zur Aufnahme einer ausbeuterischen Beschäftigung § 232b Abs. 1, Nr. 1, Abs. 2 in Bezug auf Abs. 1, Nr. 1, Abs. 3 Nr. 1, Abs. 4 Nr. 1 StGB;6;2019
239320;Veranlassen sich in Sklaverei, Leibeigenschaft, Schuldknechtschaft o.ä. zu begeben § 232b Abs. 1, Nr. 2, Abs. 2 in Bezug auf Abs. 1, Nr. 2, Abs. 3 Nr. 2, Abs. 4 Nr. 2 StGB;0;2019
239330;Veranlassen zur Aufnahme oder Fortsetzung der Bettelei, durch die die Person ausgebeutet wird § 232b Abs. 1, Nr. 3, Abs. 2 in Bezug auf Abs. 1, Nr. 3, Abs. 3 Nr. 3, Abs. 4 Nr. 3 StGB;0;2019
239400;Ausbeutung der Arbeitskraft § 233 StGB;14;2019
239410;Ausbeutung durch eine Beschäftigung § 233 Abs. 1, Nr. 1, Abs. 2 in Fällen von Abs. 1 Nr. 1, Abs. 3 in Fällen von Abs. 1 Nr. 1, Abs. 4 in Bezug auf Abs. 1, Nr. 1, Abs. 5 in Bezug auf Abs. 1 Nr. 1 StGB;14;2019
239420;Ausbeutung bei der Ausübung der Bettelei § 233 Abs. 1, Nr. 2, Abs. 2 in Fällen von Abs. 1 Nr. 2, Abs. 3 in Fällen von Abs. 1 Nr. 2, Abs. 4 in Bezug auf Abs. 1, Nr. 2 StGB;0;2019
239430;Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 233 Abs. 1, Nr. 3, Abs. 2 in Fällen von Abs. 1 Nr. 3, Abs. 3 in Fällen von Abs. 1 Nr. 3, Abs. 4 in Bezug auf Abs. 1, Nr. 3 StGB;0;2019
239500;Ausbeutung unter Ausnutzung einer Freiheitsberaubung § 233a StGB;14;2019
239510;Ausbeutung bei Ausübung der Prostitution § 233a Abs. 1, Nr. 1, Abs. 2 in Bezug auf Abs. 1 Nr. 1, Abs. 3 in Bezug auf Abs. 1 Nr. 1, Abs. 4 in Bezug auf Abs. 1 Nr. 1 StGB;11;2019
239520;Ausbeutung durch eine Beschäftigung nach § 232 Abs. 1 Satz 2 StGB (gem. § 233a Abs. 1, Nr. 2, Abs. 2 in Bezug auf Abs. 1 Nr. 2, Abs. 3 in Bezug auf Abs. 1 Nr. 2, Abs. 4 in Bezug auf Abs. 1 Nr. 2 StGB);3;2019
239530;Ausbeutung bei der Ausübung der Bettelei § 233a Abs. 1, Nr. 3, Abs. 2 in Bezug auf Abs. 1 Nr. 3, Abs. 3 in Bezug auf Abs. 1 Nr. 3, Abs. 4 in Bezug auf Abs. 1 Nr. 3 StGB;0;2019
239540;Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 233a Abs. 1, Nr. 4, Abs. 2 in Bezug auf Abs. 1 Nr. 4, Abs. 3 in Bezug auf Abs. 1 Nr. 4, Abs. 4 in Bezug auf Abs. 1 Nr. 4 StGB;0;2019
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;1025321;2019
3.00E+100;Einfacher Diebstahl von Kraftwagen einschl. unbefugte Ingebrauchnahme;6813;2019
3.00E+200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme;4243;2019
3.00E+300;Einfacher Diebstahl von Fahrrädern einschl. unbefugte Ingebrauchnahme;44349;2019
3**400;Einfacher Diebstahl von Schusswaffen;197;2019
3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;88101;2019
3**700;Einfacher Diebstahl von/aus Automaten;1507;2019
3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;776;2019
300000;Sonstiger einfacher Diebstahl §§ 242, 247, 248a-c StGB;279653;2019
300010;Sonstiger einfacher Diebstahl §§ 242, 247, 248a StGB;275033;2019
300040;Unbefugter Gebrauch eines sonstigen Fahrzeuges § 248b StGB;1033;2019
300050;Entziehung elektrischer Energie § 248c StGB;3587;2019
300100;Einfacher Diebstahl von Kraftwagen einschl. unbefugter Ingebrauchnahme;6618;2019
300110;Einfacher Diebstahl von Kraftwagen;3305;2019
300140;Unbefugter Gebrauch von Kraftwagen;3313;2019
300200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugter Ingebrauchnahme;4158;2019
300210;Einfacher Diebstahl von Mopeds und Krafträdern;3689;2019
300240;Unbefugter Gebrauch von Mopeds und Krafträdern;469;2019
300300;Einfacher Diebstahl von Fahrrädern einschl. unbefugter Ingebrauchnahme;40095;2019
300310;Einfacher Diebstahl von Fahrrädern;38930;2019
300340;Unbefugter Gebrauch von Fahrrädern;1165;2019
300400;Einfacher Diebstahl von Schusswaffen;103;2019
300500;Einfacher Diebstahl von unbaren Zahlungsmitteln;31250;2019
300700;Einfacher Diebstahl von/aus Automaten;1279;2019
300800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;607;2019
305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;3469;2019
305000;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen von sonstigem Gut;3211;2019
305500;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen von unbaren Zahlungsmitteln;258;2019
310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;32703;2019
310000;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;28332;2019
310100;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;113;2019
